509600.000000 958900.000000 -843.420000 -999   -999   843.42 Horizon "o-13-1" "CN-39" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   9      FALSE  0      0      -999   
509600.000000 958900.000000 -848.030000 -999   -999   848.03 Horizon "o-13-2" "CN-39" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
509600.000000 958900.000000 -854.680000 -999   -999   854.68 Horizon "o-13-Base" "CN-39" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
508801.180000 961680.020000 -785.300000 -999   -999   785.30 Horizon "o-10" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   0      FALSE  0      0      -999   
508801.180000 961680.020000 -797.790000 -999   -999   797.79 Horizon "o-11a" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   1      FALSE  0      0      -999   
508801.180000 961680.020000 -806.450000 -999   -999   806.45 Horizon "o-11ag" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   2      FALSE  0      0      -999   
508801.180000 961680.020000 -808.910000 -999   -999   808.91 Horizon "o-11b-1" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   3      FALSE  0      0      -999   
508801.180000 961680.020000 -823.010000 -999   -999   823.01 Horizon "o-11b-2" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   4      FALSE  0      0      -999   
508801.180000 961680.020000 -837.940000 -999   -999   837.94 Horizon "o-11bg" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   5      FALSE  0      0      -999   
508801.180000 961680.020000 -838.570000 -999   -999   838.57 Horizon "o-12-1" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   6      FALSE  0      0      -999   
508801.180000 961680.020000 -846.470000 -999   -999   846.47 Horizon "o-12-2" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   7      FALSE  0      0      -999   
508801.180000 961680.020000 -860.360000 -999   -999   860.36 Horizon "o-12g" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   8      FALSE  0      0      -999   
508801.180000 961680.020000 -861.800000 -999   -999   861.80 Horizon "o-13-1" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   9      FALSE  0      0      -999   
508801.180000 961680.020000 -869.870000 -999   -999   869.87 Horizon "o-13-2" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
508801.180000 961680.020000 -882.060000 -999   -999   882.06 Horizon "o-13-Base" "CN-41" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
506540.000000 959970.000000 -748.000000 -999   -999   748.00 Horizon "o-10" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   0      FALSE  0      0      -999   
506540.000000 959970.000000 -764.430000 -999   -999   764.43 Horizon "o-11a" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   1      FALSE  0      0      -999   
506540.000000 959970.000000 -775.230000 -999   -999   775.23 Horizon "o-11ag" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   2      FALSE  0      0      -999   
506540.000000 959970.000000 -777.530000 -999   -999   777.53 Horizon "o-11b-1" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   3      FALSE  0      0      -999   
506540.000000 959970.000000 -793.660000 -999   -999   793.66 Horizon "o-11b-2" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   4      FALSE  0      0      -999   
506540.000000 959970.000000 -800.870000 -999   -999   800.87 Horizon "o-11bg" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   5      FALSE  0      0      -999   
506540.000000 959970.000000 -801.620000 -999   -999   801.62 Horizon "o-12-1" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   6      FALSE  0      0      -999   
506540.000000 959970.000000 -816.230000 -999   -999   816.23 Horizon "o-12-2" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   7      FALSE  0      0      -999   
506540.000000 959970.000000 -832.690000 -999   -999   832.69 Horizon "o-12g" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   8      FALSE  0      0      -999   
506540.000000 959970.000000 -834.330000 -999   -999   834.33 Horizon "o-13-1" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   9      FALSE  0      0      -999   
506540.000000 959970.000000 -850.170000 -999   -999   850.17 Horizon "o-13-2" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
506540.000000 959970.000000 -852.710000 -999   -999   852.71 Horizon "o-13-Base" "CN-42" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
507320.000000 964780.500000 -890.150000 -999   -999   890.15 Horizon "o-10" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   0      FALSE  0      0      -999   
507320.000000 964780.500000 -904.730000 -999   -999   904.73 Horizon "o-11a" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   1      FALSE  0      0      -999   
507320.000000 964780.500000 -911.280000 -999   -999   911.28 Horizon "o-11ag" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   2      FALSE  0      0      -999   
507320.000000 964780.500000 -913.640000 -999   -999   913.64 Horizon "o-11b-1" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   3      FALSE  0      0      -999   
507320.000000 964780.500000 -922.510000 -999   -999   922.51 Horizon "o-11b-2" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   4      FALSE  0      0      -999   
507320.000000 964780.500000 -934.900000 -999   -999   934.90 Horizon "o-11bg" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   5      FALSE  0      0      -999   
507320.000000 964780.500000 -938.060000 -999   -999   938.06 Horizon "o-12-1" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   6      FALSE  0      0      -999   
507320.000000 964780.500000 -953.550000 -999   -999   953.55 Horizon "o-12-2" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   7      FALSE  0      0      -999   
507320.000000 964780.500000 -964.160000 -999   -999   964.16 Horizon "o-12g" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   8      FALSE  0      0      -999   
507320.000000 964780.500000 -965.520000 -999   -999   965.52 Horizon "o-13-1" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   9      FALSE  0      0      -999   
507320.000000 964780.500000 -980.100000 -999   -999   980.10 Horizon "o-13-2" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
507320.000000 964780.500000 -994.670000 -999   -999   994.67 Horizon "o-13-Base" "CN-49" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   10     FALSE  0      0      -999   
510640.000000 965100.000000 -889.640000 -999   -999   889.64 Horizon "o-10" "CN-50" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   0      FALSE  0      0      -999   
510640.000000 965100.000000 -902.880000 -999   -999   902.88 Horizon "o-11a" "CN-50" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   1      FALSE  0      0      -999   
510640.000000 965100.000000 -909.170000 -999   -999   909.17 Horizon "o-11ag" "CN-50" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   2      FALSE  0      0      -999   
510640.000000 965100.000000 -910.990000 -999   -999   910.99 Horizon "o-11b-1" "CN-50" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   3      FALSE  0      0      -999   
510640.000000 965100.000000 -929.520000 -999   -999   929.52 Horizon "o-11b-2" "CN-50" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   4      FALSE  0      0      -999   
510640.000000 965100.000000 -942.750000 -999   -999   942.75 Horizon "o-11bg" "CN-50" "" -999   -999   -999   -999   -999   -999   -999   -999   TRUE   TRUE   5      FALSE  0      0      -999   
