Porosity training set
5
X
Y
POR
Ind05
Class
6.714283954e-03 9.720075727e-01 6.264045238e-01 0.000000000e+00 -1.000000000e+00 
5.857141223e-03 9.195098877e-01 6.076778769e-01 0.000000000e+00 -1.000000000e+00 
4.714285024e-03 7.520263791e-01 6.554306746e-01 0.000000000e+00 -1.000000000e+00 
4.999998957e-03 1.868049055e-01 3.941948116e-01 1.000000000e+00 1.000000000e+00 
5.857141223e-03 1.299716979e-01 5.056179762e-01 0.000000000e+00 -1.000000000e+00 
6.142856181e-02 8.051838279e-01 6.535580754e-01 0.000000000e+00 -1.000000000e+00 
5.814284086e-02 6.386427879e-01 7.518727183e-01 0.000000000e+00 -1.000000000e+00 
5.957141891e-02 2.935909927e-01 4.728463888e-01 1.000000000e+00 1.000000000e+00 
4.571427032e-02 2.542884052e-01 4.147939980e-01 1.000000000e+00 1.000000000e+00 
1.188571006e-01 8.616399765e-01 7.425094247e-01 0.000000000e+00 -1.000000000e+00 
1.582857072e-01 9.166824818e-01 6.844568849e-01 0.000000000e+00 -1.000000000e+00 
1.622857004e-01 8.748350739e-01 7.799624801e-01 0.000000000e+00 -1.000000000e+00 
1.604284942e-01 7.881245017e-01 9.485018849e-01 0.000000000e+00 -1.000000000e+00 
1.741427928e-01 2.543826997e-01 5.159175992e-01 0.000000000e+00 -1.000000000e+00 
2.288571000e-01 8.503298759e-01 9.054306746e-01 0.000000000e+00 -1.000000000e+00 
2.351427972e-01 8.066918850e-01 8.398876190e-01 0.000000000e+00 -1.000000000e+00 
2.337141931e-01 6.957588196e-01 8.445693254e-01 0.000000000e+00 -1.000000000e+00 
2.342856973e-01 6.377003193e-01 8.717228174e-01 0.000000000e+00 -1.000000000e+00 
2.291428000e-01 5.770971179e-01 7.462546825e-01 0.000000000e+00 -1.000000000e+00 
2.334284931e-01 5.255420208e-01 5.720974207e-01 0.000000000e+00 -1.000000000e+00 
2.319999039e-01 1.863337010e-01 4.438202083e-01 1.000000000e+00 1.000000000e+00 
2.152857035e-01 5.966069922e-02 2.799625099e-01 1.000000000e+00 1.000000000e+00 
3.002856076e-01 9.753063917e-01 6.076778769e-01 0.000000000e+00 -1.000000000e+00 
2.748571038e-01 9.157400131e-01 7.771536112e-01 0.000000000e+00 -1.000000000e+00 
2.925713956e-01 8.626767993e-01 8.614231944e-01 0.000000000e+00 -1.000000000e+00 
2.924284935e-01 8.078228831e-01 9.026216865e-01 0.000000000e+00 -1.000000000e+00 
2.901428044e-01 7.471253872e-01 8.239700198e-01 0.000000000e+00 -1.000000000e+00 
2.884284854e-01 6.896324754e-01 8.361423016e-01 0.000000000e+00 -1.000000000e+00 
2.882856131e-01 6.344016194e-01 6.376404762e-01 0.000000000e+00 -1.000000000e+00 
3.027141988e-01 5.919886827e-01 5.411984921e-01 0.000000000e+00 -1.000000000e+00 
2.909998894e-01 2.370405048e-01 4.157302976e-01 1.000000000e+00 1.000000000e+00 
2.865714133e-01 1.855797023e-01 4.185392857e-01 1.000000000e+00 1.000000000e+00 
2.874284983e-01 1.248821989e-01 3.455055952e-01 1.000000000e+00 1.000000000e+00 
2.885713875e-01 7.012253255e-02 2.303370982e-01 1.000000000e+00 1.000000000e+00 
3.477141857e-01 9.761546254e-01 5.514981151e-01 0.000000000e+00 -1.000000000e+00 
3.338570893e-01 9.203581810e-01 7.827715278e-01 0.000000000e+00 -1.000000000e+00 
3.432855904e-01 8.589066863e-01 8.576778769e-01 0.000000000e+00 -1.000000000e+00 
3.485713005e-01 7.477852106e-01 8.614231944e-01 0.000000000e+00 -1.000000000e+00 
3.478570879e-01 6.947219968e-01 6.891385913e-01 0.000000000e+00 -1.000000000e+00 
3.489998877e-01 6.346843243e-01 5.177903175e-01 0.000000000e+00 -1.000000000e+00 
3.495712876e-01 5.788878798e-01 4.915730059e-01 1.000000000e+00 1.000000000e+00 
3.457142115e-01 5.219603777e-01 5.777152777e-01 0.000000000e+00 -1.000000000e+00 
3.488569856e-01 4.642789960e-01 5.655431151e-01 0.000000000e+00 -1.000000000e+00 
3.469999135e-01 4.069746137e-01 5.346441865e-01 0.000000000e+00 -1.000000000e+00 
3.631427884e-01 2.791706026e-01 6.095504761e-01 0.000000000e+00 -1.000000000e+00 
3.437142074e-01 2.394911051e-01 4.129213095e-01 1.000000000e+00 1.000000000e+00 
3.312855959e-01 1.839773953e-01 4.934456944e-01 1.000000000e+00 1.000000000e+00 
3.489998877e-01 1.254477054e-01 3.174157143e-01 1.000000000e+00 1.000000000e+00 
3.474285007e-01 6.983978301e-02 2.518726885e-01 1.000000000e+00 1.000000000e+00 
3.469999135e-01 2.591894940e-02 3.913857937e-01 1.000000000e+00 1.000000000e+00 
4.034284949e-01 9.775683880e-01 6.161047816e-01 0.000000000e+00 -1.000000000e+00 
4.039998949e-01 9.176250100e-01 7.659175992e-01 0.000000000e+00 -1.000000000e+00 
4.002856016e-01 5.687087774e-01 4.176029861e-01 1.000000000e+00 1.000000000e+00 
4.069998860e-01 5.249764919e-01 4.372659028e-01 1.000000000e+00 1.000000000e+00 
4.008570015e-01 4.668237865e-01 5.842695832e-01 0.000000000e+00 -1.000000000e+00 
4.007141888e-01 4.097078145e-01 7.546815872e-01 0.000000000e+00 -1.000000000e+00 
4.064284861e-01 3.498586118e-01 6.835206151e-01 0.000000000e+00 -1.000000000e+00 
4.004285038e-01 1.996230036e-01 5.018727183e-01 0.000000000e+00 -1.000000000e+00 
4.025712907e-01 7.031103224e-02 3.726592064e-01 1.000000000e+00 1.000000000e+00 
4.042856097e-01 1.696513034e-02 4.606741965e-01 1.000000000e+00 1.000000000e+00 
4.594284892e-01 9.761546254e-01 6.807116270e-01 0.000000000e+00 -1.000000000e+00 
4.584285021e-01 6.354383230e-01 5.692883730e-01 0.000000000e+00 -1.000000000e+00 
4.604283869e-01 5.786994100e-01 3.988763988e-01 1.000000000e+00 1.000000000e+00 
4.571427107e-01 4.681433141e-01 4.456928968e-01 1.000000000e+00 1.000000000e+00 
4.599998891e-01 4.064091146e-01 5.131086111e-01 0.000000000e+00 -1.000000000e+00 
4.607141912e-01 3.532516956e-01 5.262172222e-01 0.000000000e+00 -1.000000000e+00 
4.577142000e-01 2.257304937e-01 4.091759920e-01 1.000000000e+00 1.000000000e+00 
4.739998877e-01 1.418472975e-01 2.734082043e-01 1.000000000e+00 1.000000000e+00 
4.589999020e-01 6.993403286e-02 4.204120040e-01 1.000000000e+00 1.000000000e+00 
5.027142167e-01 9.072573781e-01 7.059925199e-01 0.000000000e+00 -1.000000000e+00 
5.164284706e-01 6.362866163e-01 5.777152777e-01 0.000000000e+00 -1.000000000e+00 
5.151426792e-01 4.256362021e-01 4.681648016e-01 1.000000000e+00 1.000000000e+00 
5.197141767e-01 3.545711935e-01 4.026216865e-01 1.000000000e+00 1.000000000e+00 
5.195713043e-01 2.366635948e-01 4.372659028e-01 1.000000000e+00 1.000000000e+00 
5.292856097e-01 1.435437948e-01 4.335205853e-01 1.000000000e+00 1.000000000e+00 
5.182855725e-01 6.993403286e-02 4.307115972e-01 1.000000000e+00 1.000000000e+00 
5.204284191e-01 1.074458007e-02 5.037453175e-01 0.000000000e+00 -1.000000000e+00 
5.761427283e-01 9.748352170e-01 7.247191072e-01 0.000000000e+00 -1.000000000e+00 
5.637140870e-01 9.320452809e-01 6.404495239e-01 0.000000000e+00 -1.000000000e+00 
5.758569837e-01 8.610745072e-01 6.694756746e-01 0.000000000e+00 -1.000000000e+00 
5.762856007e-01 7.479736805e-01 4.840824008e-01 1.000000000e+00 1.000000000e+00 
5.725712776e-01 6.370406151e-01 3.295879960e-01 1.000000000e+00 1.000000000e+00 
5.754284263e-01 4.667296112e-01 4.850187004e-01 1.000000000e+00 1.000000000e+00 
5.741426945e-01 4.130066037e-01 4.943819940e-01 1.000000000e+00 1.000000000e+00 
5.731427073e-01 1.818096042e-01 3.071160913e-01 1.000000000e+00 1.000000000e+00 
5.717142224e-01 1.281809956e-01 3.810861111e-01 1.000000000e+00 1.000000000e+00 
5.878570080e-01 8.520264924e-02 3.951311111e-01 1.000000000e+00 1.000000000e+00 
5.732855797e-01 1.215833984e-02 5.608614087e-01 0.000000000e+00 -1.000000000e+00 
6.357141137e-01 9.720075727e-01 6.451311111e-01 0.000000000e+00 -1.000000000e+00 
6.301426888e-01 8.615458012e-01 6.535580754e-01 0.000000000e+00 -1.000000000e+00 
6.309999228e-01 8.027334213e-01 5.636703968e-01 0.000000000e+00 -1.000000000e+00 
6.329997778e-01 7.489162087e-01 4.456928968e-01 1.000000000e+00 1.000000000e+00 
6.314284205e-01 6.374176145e-01 3.295879960e-01 1.000000000e+00 1.000000000e+00 
6.289998293e-01 5.795475841e-01 5.168539286e-01 0.000000000e+00 -1.000000000e+00 
6.295713186e-01 5.212063789e-01 4.438202083e-01 1.000000000e+00 1.000000000e+00 
6.334283948e-01 3.567390144e-01 4.279026091e-01 1.000000000e+00 1.000000000e+00 
6.874284148e-01 9.207351804e-01 5.458800793e-01 0.000000000e+00 -1.000000000e+00 
6.907141209e-01 8.048068285e-01 3.895131052e-01 1.000000000e+00 1.000000000e+00 
6.899998188e-01 7.524976730e-01 4.279026091e-01 1.000000000e+00 1.000000000e+00 
6.914284229e-01 6.919888258e-01 4.260300100e-01 1.000000000e+00 1.000000000e+00 
6.752855778e-01 6.215835214e-01 3.033708036e-01 1.000000000e+00 1.000000000e+00 
6.908569932e-01 4.118756056e-01 4.681648016e-01 1.000000000e+00 1.000000000e+00 
6.894283891e-01 3.536286950e-01 5.402622223e-01 0.000000000e+00 -1.000000000e+00 
6.882855296e-01 1.235627010e-01 4.775280952e-01 1.000000000e+00 1.000000000e+00 
6.882855296e-01 6.870876998e-02 7.153558135e-01 0.000000000e+00 -1.000000000e+00 
7.494283915e-01 8.028275967e-01 2.762171924e-01 1.000000000e+00 1.000000000e+00 
7.458568811e-01 7.521206737e-01 2.930712104e-01 1.000000000e+00 1.000000000e+00 
7.455713153e-01 6.896324754e-01 2.088014930e-01 1.000000000e+00 1.000000000e+00 
7.355713248e-01 5.803958774e-01 1.470036954e-01 1.000000000e+00 1.000000000e+00 
7.478569746e-01 5.402451158e-01 1.535580009e-01 1.000000000e+00 1.000000000e+00 
7.497140765e-01 4.635249972e-01 2.078651935e-01 1.000000000e+00 1.000000000e+00 
7.451426983e-01 3.566446900e-01 3.127340972e-01 1.000000000e+00 1.000000000e+00 
7.478569746e-01 2.421301007e-01 5.514981151e-01 0.000000000e+00 -1.000000000e+00 
7.874283791e-01 7.325165272e-01 2.715356052e-01 1.000000000e+00 1.000000000e+00 
7.915713191e-01 6.778510809e-01 2.153557986e-01 1.000000000e+00 1.000000000e+00 
8.041427135e-01 3.553251922e-01 3.614231944e-01 1.000000000e+00 1.000000000e+00 
8.614283800e-01 8.031104207e-01 1.779025942e-01 1.000000000e+00 1.000000000e+00 
8.741425872e-01 7.596607804e-01 2.415730059e-01 1.000000000e+00 1.000000000e+00 
8.487141132e-01 6.786050797e-01 2.602995932e-01 1.000000000e+00 1.000000000e+00 
8.607140779e-01 6.391140819e-01 1.573033929e-01 1.000000000e+00 1.000000000e+00 
8.609998226e-01 2.964184880e-01 4.784643948e-01 1.000000000e+00 1.000000000e+00 
8.618568778e-01 2.409991026e-01 6.432585120e-01 0.000000000e+00 -1.000000000e+00 
8.615711927e-01 1.835061014e-01 7.509363294e-01 0.000000000e+00 -1.000000000e+00 
8.602855206e-01 1.245993972e-01 9.981272817e-01 0.000000000e+00 -1.000000000e+00 
8.634284139e-01 7.172478735e-02 9.719101191e-01 0.000000000e+00 -1.000000000e+00 
